,T**0,T**(-1.0),T,T**2.0,T**3.0,Tlog(T),phase,S1,S2,T**(-9.0),T**4.0,S3,S4,T**7.0,T**(-3.0),T**(-2.0),S5,T**(-5.0),T**(-7.0),Tlog(1.0e-5*P)
9789,18400.0000000000,,-7.67000000000000,,,,LIQUID,GA,,,,,,,,,,,,
9790,3369.70000000000,,0.0385400000000000,,,,LIQUID,GA,,,,,,,,,,,,
9791,528.900000000000,,-0.114500000000000,,,,LIQUID,GA,,,,,,,,,,,,
9792,-98929.0000000000,,-13.0000000000000,,,,LIQUID,GA,,,,,,,,,,,,
9793,-47511.0000000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9794,-127274.487000000,,30.1650000000000,,,,LIQUID,GA,,,,,,,,,,,,
9795,-41852.1590000000,,29.9930000000000,,,,LIQUID,GA,,,,,,,,,,,,
9796,6500.00000000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9797,-129600.000000000,,46.8274000000000,,,,LIQUID,GA,,,,,,,,,,,,
9798,39261.7000000000,,-13.0972000000000,,,,LIQUID,GA,,,,,,,,,,,,
9799,18125.0000000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9800,15460.6700000000,,0.612558630000000,,,,LIQUID,GA,,,,,,,,,,,,
9801,1550.85550000000,,-0.656787650000000,,,,LIQUID,GA,,,,,,,,,,,,
9802,1966.55000000000,,0.475324100000000,,,,LIQUID,GA,,,,,,,,,,,,
9803,-30125.3600000000,,-2.43000000000000,,,,LIQUID,GA,,,,,,,,,,,,
9804,43000.0000000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9805,-4650.00000000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9806,3662.80000000000,,27.2862900000000,,,-4.20000000000000,LIQUID,GA,,,,,,,,,,,,
9807,-464.200000000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9808,-121380.088000000,,2.03730000000000,,,,LIQUID,GA,,,,,,,,,,,,
9809,-23284.0560000000,,15.2206000000000,,,,LIQUID,GA,,,,,,,,,,,,
9810,15582.2220000000,,,,,,LIQUID,GA,,,,,,,,,,,,
9811,-239589.000000000,,8.37614000000000,,,,LIQUID,GD,,,,,,,,,,,,
9812,-8598.00000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9813,60318.0000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9814,20200.0000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9815,-9400.00000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9816,-51294.8800000000,,36.8665900000000,,,,LIQUID,GD,,,,,,,,,,,,
9817,2068.03000000000,,3.50768000000000,,,,LIQUID,GD,,,,,,,,,,,,
9818,-21685.0000000000,,10.1001600000000,,,,LIQUID,GD,,,,,,,,,,,,
9819,-13585.0000000000,,10.0000000000000,,,,LIQUID,GD,,,,,,,,,,,,
9820,883.000000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9821,49000.0000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9822,-9000.00000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9823,-145786.000000000,,44.1425000000000,,,,LIQUID,GD,,,,,,,,,,,,
9824,46608.5000000000,,-5.40130000000000,,,,LIQUID,GD,,,,,,,,,,,,
9825,-136233.000000000,,2.56100000000000,,,,LIQUID,GD,,,,,,,,,,,,
9826,-35487.0000000000,,33.4060000000000,,,,LIQUID,GD,,,,,,,,,,,,
9827,36790.0000000000,,-2.57600000000000,,,,LIQUID,GD,,,,,,,,,,,,
9828,16684.0000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9829,488.000000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9830,-265000.000000000,,60.0000000000000,,,,LIQUID,GD,,,,,,,,,,,,
9831,60000.0000000000,,-25.0000000000000,,,,LIQUID,GD,,,,,,,,,,,,
9832,-2014.50000000000,,1.06950000000000,,,,LIQUID,GD,,,,,,,,,,,,
9833,-135251.000000000,,6.19877000000000,,,,LIQUID,GD,,,,,,,,,,,,
9834,58314.6000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9835,19107.0000000000,,1.91220000000000,,,,LIQUID,GD,,,,,,,,,,,,
9836,7581.00000000000,,,,,,LIQUID,GD,,,,,,,,,,,,
9837,-139568.710000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9838,16458.4700000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9839,1587.20000000000,,0.387070000000000,,,,LIQUID,GE,,,,,,,,,,,,
9840,-583.500000000000,,-1.51072000000000,,,,LIQUID,GE,,,,,,,,,,,,
9841,-144204.000000000,,39.9850000000000,,,,LIQUID,GE,,,,,,,,,,,,
9842,-43739.0000000000,,39.9000000000000,,,,LIQUID,GE,,,,,,,,,,,,
9843,-98280.7500000000,,19.2400000000000,,,,LIQUID,GE,,,,,,,,,,,,
9844,72100.0000000000,,-44.5700000000000,,,,LIQUID,GE,,,,,,,,,,,,
9845,4097.10000000000,,7.53000000000000,,,,LIQUID,GE,,,,,,,,,,,,
9846,-50595.5300000000,,27.9500000000000,,,,LIQUID,GE,,,,,,,,,,,,
9847,-25571.0125000000,43641.8750000000,122.894060125000,-0.00596949762500000,,-22.1064839625000,LIQUID,GE3MN5_F,,,,,,4.50313750000000e-22,,,,,,
9848,24858.0000000000,,-19.8200000000000,,,,LIQUID,GE,,,,,,,,,,,,
9849,-9918.00000000000,,-7.46000000000000,,,,LIQUID,GE,,,,,,,,,,,,
9850,-32870.0000000000,,30.5300000000000,,,,LIQUID,GE3MN5_F,,,,,,,,,,,,
9851,21877.0000000000,,-21.8700000000000,,,,LIQUID,GE3MN5_F,,,,,,,,,,,,
9852,-117338.000000000,,39.8010000000000,,,,LIQUID,GE,,,,,,,,,,,,
9853,-47688.0000000000,,16.1530000000000,,,,LIQUID,GE,,,,,,,,,,,,
9854,-181600.000000000,,9.30900000000000,,,,LIQUID,GE,,,,,,,,,,,,
9855,71573.0000000000,,-26.7530000000000,,,,LIQUID,GE,,,,,,,,,,,,
9856,107936.000000000,,-42.0370000000000,,,,LIQUID,GE,,,,,,,,,,,,
9857,-42706.0000000000,,10.0040000000000,,,,LIQUID,GE,,,,,,,,,,,,
9858,-167121.320000000,,155.000000000000,,,-15.0000000000000,LIQUID,GE,,,,,,,,,,,,
9859,84737.4890000000,,-25.0140000000000,,,,LIQUID,GE,,,,,,,,,,,,
9860,37441.5900000000,,-16.0010000000000,,,,LIQUID,GE,,,,,,,,,,,,
9861,-63650.3230000000,,21.9830000000000,,,,LIQUID,GE,,,,,,,,,,,,
9862,15283.1000000000,,1.99204000000000,,,,LIQUID,GE,,,,,,,,,,,,
9863,-783.500000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9864,-184221.800000000,,16.2167000000000,,,,LIQUID,GE,,,,,,,,,,,,
9865,45031.4000000000,,-21.1709000000000,,,,LIQUID,GE,,,,,,,,,,,,
9866,84216.5000000000,,-25.8388000000000,,,,LIQUID,GE,,,,,,,,,,,,
9867,-51847.3000000000,,19.4325000000000,,,,LIQUID,GE,,,,,,,,,,,,
9868,-29462.1422000000,,-26.6615462000000,,,,LIQUID,GE,,,,,,,,,,,,
9869,1427.95887000000,,-5.64095380000000,,,,LIQUID,GE,,,,,,,,,,,,
9870,-7455.00406000000,,0.714860120000000,,,,LIQUID,GE,,,,,,,,,,,,
9871,2867.85000000000,,0.757980000000000,,,,LIQUID,GE,,,,,,,,,,,,
9872,-2095.91000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9873,-269889.790000000,,14.6392000000000,,,,LIQUID,GE,,,,,,,,,,,,
9874,48459.7600000000,,-19.9950000000000,,,,LIQUID,GE,,,,,,,,,,,,
9875,72086.2900000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9876,6000.00000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9877,2738.48000000000,,-0.727770000000000,,,,LIQUID,GE,,,,,,,,,,,,
9878,-472.410000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9879,-211258.370000000,,-16.2140200000000,,,,LIQUID,GE,,,,,,,,,,,,
9880,14607.4500000000,,-32.8082600000000,,,,LIQUID,GE,,,,,,,,,,,,
9881,56159.2400000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9882,-6637.90299999999,,242.546395700000,-0.00367252700000000,,-52.4132239000000,LIQUID,GETE,,,,,,8.56632000000000e-21,,,,,,
9883,21188.9900000000,,-7.11037000000000,,,,LIQUID,GE,,,,,,,,,,,,
9884,-7306.32000000000,,11.9055100000000,,,,LIQUID,GE,,,,,,,,,,,,
9885,18277.3200000000,,-25.1944200000000,,,,LIQUID,GETE,,,,,,,,,,,,
9886,16751.6300000000,,-15.3886000000000,,,,LIQUID,GETE,,,,,,,,,,,,
9887,-211359.220000000,,3.34000000000000,,,,LIQUID,GE,,,,,,,,,,,,
9888,43026.1800000000,,-11.7700000000000,,,,LIQUID,GE,,,,,,,,,,,,
9889,43030.7000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9890,13852.7000000000,,-0.378050000000000,,,,LIQUID,GE,,,,,,,,,,,,
9891,-1445.80000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9892,-125377.000000000,,19.2230000000000,,,,LIQUID,GE,,,,,,,,,,,,
9893,101606.000000000,,-35.9500000000000,,,,LIQUID,GE,,,,,,,,,,,,
9894,51100.0000000000,,-15.6450000000000,,,,LIQUID,GE,,,,,,,,,,,,
9895,-65500.0000000000,,18.5200000000000,,,,LIQUID,GE,,,,,,,,,,,,
9896,-270129.670000000,,51.8300000000000,,,,LIQUID,GE,,,,,,,,,,,,
9897,-32723.4300000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9898,48767.8700000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9899,4940.90000000000,,-6.50965000000000,,,,LIQUID,GE,,,,,,,,,,,,
9900,1119.00000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9901,-215873.630000000,,28.3938500000000,,,,LIQUID,GE,,,,,,,,,,,,
9902,38747.4000000000,,-15.7064100000000,,,,LIQUID,GE,,,,,,,,,,,,
9903,17000.0000000000,,,,,,LIQUID,GE,,,,,,,,,,,,
9904,15304.6930000000,,-89.3755630000000,,,,LIQUID,H,,,,,,,,,,,,
9905,65990.0580000000,,-77.4303240000000,,,,LIQUID,H,,,,,,,,,,,,
9906,-73726.2552410310,-742405.000000000,219.208770200000,-0.000287619000000000,-2.80748666500000e-7,-40.1526568000000,LIQUID,LIH,,,,,,,,,,,,
9907,32393.0000000000,,-12.5220000000000,,,,LIQUID,LI,,,,,,,,,,,,
9908,-8450.00000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
9909,0,,,,,,LIQUID,H,,,,,,,,,,,,
9910,-10000.0000000000,,,,,,LIQUID,H,,,,,,,,,,,,
9911,-8690.93694000000,,10.7429419000000,,,,LIQUID,H,,,,,,,,,,,,
9912,-10000.0000000000,,,,,,LIQUID,H,,,,,,,,,,,,
9913,-6311.84723000000,,-23.5500000000000,,,,LIQUID,HF,,,,,,,,,,,,
9914,-75593.3526000000,,38.7900000000000,,,,LIQUID,HF,,,,,,,,,,,,
9915,-27283.1059000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9916,-23414.0000000000,,-2.27000000000000,,,,LIQUID,HF,,,,,,,,,,,,
9917,46500.0000000000,,-28.0000000000000,,,,LIQUID,HF,,,,,,,,,,,,
9918,,,-0.500000000000000,,,,LIQUID,HF,,,,,,,,,,,,
9919,11082.8000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9920,-966.800000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9921,-230010.000000000,,28.5960000000000,,,,LIQUID,HF,,,,,,,,,,,,
9922,58890.0000000000,,-29.5660000000000,,,,LIQUID,HF,,,,,,,,,,,,
9923,16039.0000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9924,-177631.000000000,,6.42546000000000,,,,LIQUID,HF,,,,,,,,,,,,
9925,-1830.00000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9926,-65555.7000000000,,7.15668000000000,,,,LIQUID,HF,,,,,,,,,,,,
9927,-34748.3000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9928,9844.00000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9929,-13254.0000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9930,-4993.50000000000,,-7.10316000000000,,,,LIQUID,HF,,,,,,,,,,,,
9931,-17678.0992000000,,11.0841000000000,,,,LIQUID,HF,,,,,,,,,,,,
9932,-10157.4250000000,,0.142800000000000,,,,LIQUID,HF,,,,,,,,,,,,
9933,-2957.90380000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9934,-21247.1000000000,,4.00000000000000,,,,LIQUID,HF,,,,,,,,,,,,
9935,-6000.00000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9936,402.000000000000,,,,,,LIQUID,HF,,,,,,,,,,,,
9937,-82826.0000000000,,25.4000000000000,,,,LIQUID,HG,,,,,,,,,,,,
9938,16815.4000000000,,-11.9800000000000,,,,LIQUID,HG,,,,,,,,,,,,
9939,12147.2000000000,,,,,,LIQUID,HG,,,,,,,,,,,,
9940,-8612.20000000000,,127.445300000000,,,-16.6180200000000,LIQUID,HG,,,,,,,,,,,,
9941,15149.5000000000,,-148.948100000000,,,19.8922700000000,LIQUID,HG,,,,,,,,,,,,
9942,472.100000000000,,1.37750000000000,,,,LIQUID,HG,,,,,,,,,,,,
9943,4160.00000000000,,-0.451100000000000,,,,LIQUID,HG,,,,,,,,,,,,
9944,-136.000000000000,,4.12670000000000,,,,LIQUID,HG,,,,,,,,,,,,
9945,1500.00000000000,,,,,,LIQUID,HG,,,,,,,,,,,,
9946,1695.70000000000,,2.16634000000000,,,,LIQUID,HG,,,,,,,,,,,,
9947,772.300000000000,,-1.37850000000000,,,,LIQUID,HG,,,,,,,,,,,,
9948,1195.20000000000,,-1.59780000000000,,,,LIQUID,HG,,,,,,,,,,,,
9949,-18280.0000000000,,3.00200000000000,,,,LIQUID,HO,,,,,,,,,,,,
9950,26340.0000000000,,-12.1700000000000,,,,LIQUID,HO,,,,,,,,,,,,
9951,-652.000000000000,,6.00000000000000,,,,LIQUID,HO,,,,,,,,,,,,
9952,-17820.6000000000,,3.00000000000000,,,,LIQUID,HO,,,,,,,,,,,,
9953,-29664.0000000000,,18.0000000000000,,,,LIQUID,HO,,,,,,,,,,,,
9954,69000.0000000000,,-7.30000000000000,,,,LIQUID,HO,,,,,,,,,,,,
9955,-34000.0000000000,,6.50000000000000,,,,LIQUID,HO,,,,,,,,,,,,
9956,0,,,,,,LIQUID,HO,,,,,,,,,,,,
9957,58686.0000000000,,,,,,LIQUID,HO,,,,,,,,,,,,
9958,-10686.0000000000,,,,,,LIQUID,HO,,,,,,,,,,,,
9959,-166490.200000000,,45.5134000000000,,,,LIQUID,IN,,,,,,,,,,,,
9960,-44871.7000000000,,1.58730000000000,,,,LIQUID,IN,,,,,,,,,,,,
9961,-11216.2410000000,,-357.112000000000,-0.0190000000000000,,52.2350000000000,LIQUID,IN,,,,,,,,,,,,
9962,19273.7000000000,,-8.30913000000000,,,,LIQUID,IN,,,,,,,,,,,,
9963,3079.33000000000,,-17.5257600000000,,,,LIQUID,IN,,,,,,,,,,,,
9964,-15351.0600000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9965,14124.0800000000,,-10.1793100000000,,,,LIQUID,IN,,,,,,,,,,,,
9966,-2900.08000000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9967,3771.40000000000,,-0.962920000000000,,,,LIQUID,IN,,,,,,,,,,,,
9968,207.700000000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9969,-221079.000000000,,72.4840000000000,,,,LIQUID,IN,,,,,,,,,,,,
9970,105789.000000000,,-42.0230000000000,,,,LIQUID,IN,,,,,,,,,,,,
9971,-10272.0000000000,,9.98200000000000,,,,LIQUID,IN,,,,,,,,,,,,
9972,-184747.800000000,,39.2675000000000,,,,LIQUID,IN,,,,,,,,,,,,
9973,-24351.6000000000,,-4.44660000000000,,,,LIQUID,IN,,,,,,,,,,,,
9974,27498.4000000000,,-4.65750000000000,,,,LIQUID,IN,,,,,,,,,,,,
9975,-25631.2000000000,,102.932400000000,,,-13.4581600000000,LIQUID,IN,,,,,,,,,,,,
9976,-2115.40000000000,,-1.31907000000000,,,,LIQUID,IN,,,,,,,,,,,,
9977,2908.90000000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9978,-272236.260000000,,503.792000000000,-0.0193650000000000,,-111.375000000000,LIQUID,IN2SE3,,,,,,,,,,,,
9979,-52581.0000000000,,-20.4119000000000,,,,LIQUID,IN,,,,,,,,,,,,
9980,7016.18000000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9981,45827.2000000000,,-13.8701000000000,,,,LIQUID,IN,,,,,,,,,,,,
9982,75360.9000000000,,-63.2364000000000,,,,LIQUID,IN2SE3,,,,,,,,,,,,
9983,-11429.7500000000,,,,,,LIQUID,IN2SE3,,,,,,,,,,,,
9984,45100.0000000000,,-12.8000000000000,,,,LIQUID,IN,,,,,,,,,,,,
9985,-828.540000000000,,0.760180000000000,,,-0.121176700000000,LIQUID,IN,,,,,,,,,,,,
9986,-115.590000000000,,-1.39997000000000,,,,LIQUID,IN,,,,,,,,,,,,
9987,-2001.00000000000,,-3.61000000000000,,,,LIQUID,IN,,,,,,,,,,,,
9988,832.000000000000,,-4.20000000000000,,,,LIQUID,IN,,,,,,,,,,,,
9989,-16257.0000000000,,21.2000000000000,,,,LIQUID,IN,,,,,,,,,,,,
9990,-110000.000000000,,2.00000000000000,,,,LIQUID,IN,,,,,,,,,,,,
9991,-2000.00000000000,,-21.0000000000000,,,,LIQUID,IN,,,,,,,,,,,,
9992,5000.00000000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9993,12401.0000000000,,-4.44980000000000,,,,LIQUID,IN,,,,,,,,,,,,
9994,-3186.00000000000,,1.75600000000000,,,,LIQUID,IN,,,,,,,,,,,,
9995,679.000000000000,,,,,,LIQUID,IN,,,,,,,,,,,,
9996,-556.664000000000,,,,,,LIQUID,IR,,,,,,,,,,,,
9997,30750.0000000000,,-3.00000000000000,,,,LIQUID,IR,,,,,,,,,,,,
9998,43034.6000000000,,-30.6530000000000,,,,LIQUID,IR,,,,,,,,,,,,
9999,-10574.3000000000,,-12.0000000000000,,,,LIQUID,IR,,,,,,,,,,,,
10000,-6261.49000000000,,15.9203150000000,,,,LIQUID,IR,,,,,,,,,,,,
10001,-4634.40000000000,,,,,,LIQUID,IR,,,,,,,,,,,,
10002,339799.000000000,,-128.425000000000,,,,LIQUID,IR,,,,,,,,,,,,
10003,6142.97000000000,,,,,,LIQUID,IR,,,,,,,,,,,,
10004,-6066.78000000000,,,,,,LIQUID,IR,,,,,,,,,,,,
10005,-315323.200000000,,-37.4962000000000,,,,LIQUID,IR,,,,,,,,,,,,
10006,-164820.300000000,,84.6720000000000,,,,LIQUID,IR,,,,,,,,,,,,
10007,2938.54300000000,,0.413000000000000,,,,LIQUID,K,,,,,,,,,,,,
10008,-748.741000000000,,1.43200000000000,,,,LIQUID,K,,,,,,,,,,,,
10009,240.989000000000,,-1.30400000000000,,,,LIQUID,K,,,,,,,,,,,,
10010,0,,,,,,LIQUID,K,,,,,,,,,,,,
10011,52775.9450000000,,,,,,LIQUID,K,,,,,,,,,,,,
10012,-32472.5000000000,,8.36740000000000,,,,LIQUID,LA,,,,,,,,,,,,
10013,35610.1000000000,,-24.0118000000000,,,,LIQUID,LA,,,,,,,,,,,,
10014,-13162.4000000000,,,,,,LIQUID,LA,,,,,,,,,,,,
10015,-116299.000000000,,19.8150000000000,,,,LIQUID,LA,,,,,,,,,,,,
10016,63813.0000000000,,-40.9410000000000,,,,LIQUID,LA,,,,,,,,,,,,
10017,-290000.000000000,,-39.0000000000000,,,,LIQUID,LA,,,,,,,,,,,,
10018,4500.00000000000,,-42.0000000000000,,,,LIQUID,LA,,,,,,,,,,,,
10019,59000.0000000000,,,,,,LIQUID,LA,,,,,,,,,,,,
10020,15704.0000000000,,-7.30000000000000,,,,LIQUID,LA,,,,,,,,,,,,
10021,5187.00000000000,,,,,,LIQUID,LA,,,,,,,,,,,,
10022,-158578.035000000,,296.619278676000,,,-62.7600000000000,LIQUID,LASN,,,,,,,,,,,,
10023,-94580.4173000000,,-82.0162006000000,,,,LIQUID,LA,,,,,,,,,,,,
10024,-57554.3029000000,,9.31212785000000,,,,LIQUID,LA,,,,,,,,,,,,
10025,-22886.1794000000,,-7.88604681000000,,,,LIQUID,LASN,,,,,,,,,,,,
10026,72604.0000000000,,,,,,LIQUID,LA,,,,,,,,,,,,
10027,-18950.0000000000,,,,,,LIQUID,LA,,,,,,,,,,,,
10028,-14935.0000000000,,10.3710000000000,,,,LIQUID,LI,,,,,,,,,,,,
10029,-1789.00000000000,,1.14300000000000,,,,LIQUID,LI,,,,,,,,,,,,
10030,6533.00000000000,,-6.69150000000000,,,,LIQUID,LI,,,,,,,,,,,,
10031,-184105.000000000,,360.800000000000,,,-45.0000000000000,LIQUID,LI,,,,,,,,,,,,
10032,,,15.0000000000000,,,,LIQUID,LI,,,,,,,,,,,,
10033,10684.0000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10034,3896.00000000000,,-5.53900000000000,,,,LIQUID,LI,,,,,,,,,,,,
10035,1580.00000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10036,-30915.4974000000,-621260.600000000,150.347533800000,0.00152998820000000,-3.30817600000000e-7,-28.7755101800000,LIQUID,LI4PB,,,,,,,,,,,,
10037,11515.3000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10038,-833.800000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10039,2127.80000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10040,-25172.5000000000,,,,,,LIQUID,LI4PB,,,,,,,,,,,,
10041,-9297.20000000000,,-9.96870000000000,,,,LIQUID,LI4PB,,,,,,,,,,,,
10042,-3695.50000000000,,,,,,LIQUID,LI4PB,,,,,,,,,,,,
10043,-231496.571000000,-307161.000000000,855.412535000000,0.00789966300000000,-1.31417400000000e-6,-147.065115400000,LIQUID,LI3SB,,,,,,,,,,,,
10044,-48000.0000000000,,10.0000000000000,,,,LIQUID,LI,,,,,,,,,,,,
10045,15000.0000000000,,10.0000000000000,,,,LIQUID,LI,,,,,,,,,,,,
10046,-120000.000000000,,,,,,LIQUID,LI3SB,,,,,,,,,,,,
10047,-100000.000000000,,50.0000000000000,,,,LIQUID,LI3SB,,,,,,,,,,,,
10048,1000.00000000000,,-31.0000000000000,,,,LIQUID,LI3SB,,,,,,,,,,,,
10049,15519.0000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10050,7913.00000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10051,-5283.00000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10052,-26604.5000000000,,-83.4400000000000,,,,LIQUID,LI,,,,,,,,,,,,
10053,-177305.800000000,,118.060000000000,,,,LIQUID,LI,,,,,,,,,,,,
10054,113905.600000000,,-51.2700000000000,,,,LIQUID,LI,,,,,,,,,,,,
10055,-108615.200000000,,4.25400000000000,,,,LIQUID,LI,,,,,,,,,,,,
10056,-69652.0000000000,,20.5320000000000,,,,LIQUID,LI,,,,,,,,,,,,
10057,130.100000000000,,-24.6630000000000,,,,LIQUID,LI,,,,,,,,,,,,
10058,11886.1000000000,,-22.2135000000000,,,,LIQUID,LI,,,,,,,,,,,,
10059,100000.000000000,,,,,,LIQUID,LI,,,,,,,,,,,,
10060,-229659.000000000,,-2.70000000000000,,,,LIQUID,LU,,,,,,,,,,,,
10061,-12000.0000000000,,-2.80000000000000,,,,LIQUID,LU,,,,,,,,,,,,
10062,1000.00000000000,,23.0000000000000,,,,LIQUID,LU,,,,,,,,,,,,
10063,25922.4000000000,,9.03570000000000,,,,LIQUID,MG,,,,,,,,,,,,
10064,-3470.80000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10065,-37506.9000000000,,17.4922000000000,,,,LIQUID,MG,,,,,,,,,,,,
10066,-11280.8000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10067,-16216.6000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10068,-50910.0000000000,,25.7999500000000,,,,LIQUID,MG,,,,,,,,,,,,
10069,-14989.9500000000,,13.2478800000000,,,,LIQUID,MG,,,,,,,,,,,,
10070,-38487.5450000000,-2696755.00000000,438.890051000000,-0.00288294300000000,9.81440000000000e-8,-87.5816637000000,LIQUID,MG2PB,,,,,,,,,,,,
10071,-16698.1300000000,,-5.43000000000000,,,,LIQUID,MG,,,,,,,,,,,,
10072,-2227.86000000000,,0.237000000000000,,,,LIQUID,MG,,,,,,,,,,,,
10073,-8462.74000000000,,,,,,LIQUID,MG2PB,,,,,,,,,,,,
10074,-41498.5000000000,,13.8631000000000,,,,LIQUID,MG,,,,,,,,,,,,
10075,-38739.5000000000,,27.3855000000000,,,,LIQUID,MG,,,,,,,,,,,,
10076,67000.0000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10077,-12000.0000000000,,8.75000000000000,,,,LIQUID,MG,,,,,,,,,,,,
10078,-83864.2600000000,,32.4443800000000,,,,LIQUID,MG,,,,,,,,,,,,
10079,18027.4100000000,,-19.6120200000000,,,,LIQUID,MG,,,,,,,,,,,,
10080,2486.67000000000,,-0.310840000000000,,,,LIQUID,MG,,,,,,,,,,,,
10081,18541.1700000000,,-2.31766000000000,,,,LIQUID,MG,,,,,,,,,,,,
10082,-12338.8400000000,,1.54236000000000,,,,LIQUID,MG,,,,,,,,,,,,
10083,-21155.4000000000,,-0.405600000000000,,,,LIQUID,MG,,,,,,,,,,,,
10084,-37422.6000000000,,14.7798000000000,,,,LIQUID,MG,,,,,,,,,,,,
10085,-81258.0100000000,,613.439262000000,,,-108.164477000000,LIQUID,MG2SN,,,,,,,,,,,,
10086,6902.76000000000,,-9.22726000000000,,,,LIQUID,MG,,,,,,,,,,,,
10087,-31251.0200000000,,0.747030000000000,,,,LIQUID,MG,,,,,,,,,,,,
10088,-8289.15000000000,,-10.0268300000000,,,,LIQUID,MG2SN,,,,,,,,,,,,
10089,-20858.0000000000,,6.35800000000000,,,,LIQUID,MG,,,,,,,,,,,,
10090,-13008.0000000000,,4.71500000000000,,,,LIQUID,MG,,,,,,,,,,,,
10091,-19784.0000000000,,-1.72860000000000,,,,LIQUID,MG,,,,,,,,,,,,
10092,-17961.4000000000,,2.38750000000000,,,,LIQUID,MG,,,,,,,,,,,,
10093,77020.0000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10094,-10189.8000000000,,0.481600000000000,,,,LIQUID,MG,,,,,,,,,,,,
10095,-10170.7000000000,,3.77470000000000,,,,LIQUID,MG,,,,,,,,,,,,
10096,0,,,,,,LIQUID,MG,,,,,,,,,,,,
10097,-41165.3020000000,,17.5644790000000,,,,LIQUID,MG,,,,,,,,,,,,
10098,-15726.9940000000,,4.70532550000000,,,,LIQUID,MG,,,,,,,,,,,,
10099,-14917.4000000000,,-13.4738000000000,,,,LIQUID,MG,,,,,,,,,,,,
10100,-11950.9000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10101,-77729.2400000000,,680.522660000000,0.0400000000000000,,-95.0000000000000,LIQUID,MG,,,,,,,,,,,,
10102,3674.72000000000,,0.571390000000000,,,,LIQUID,MG,,,,,,,,,,,,
10103,-1588.15000000000,,,,,,LIQUID,MG,,,,,,,,,,,,
10104,4961.00000000000,,38.1800000000000,,,,LIQUID,MG,,,,,,,,,,,,
10105,-22275.0000000000,,13.6587000000000,,,,LIQUID,MN,,,,,,,,,,,,
10106,23500.0000000000,,-10.7493000000000,,,,LIQUID,MN,,,,,,,,,,,,
