,T_min,T_max,T**0,T**(-1.0),T,T**2.0,T**3.0,Tlog(T),phase,S1,S2,T**4.0,T**(-9.0),S3,S4,T**(-3.0),T**(-2.0),T**7.0,S5,T**(-5.0),T**(-7.0),Tlog(1.0e-5*P)
17217,302.910000000000,4000.00000000000,-1830670.07700000,-4614948.00000000,5176.47741000000,0.00587340000000000,-1.56674700000000e-6,-1016.70233340000,GA39NA22,GA,NA,,6.41733300000000e+24,,,,,,,,,
17218,298.150000000000,550.000000000000,-507914.595800000,,601.423020000000,-0.00647582500000000,,-131.700000000000,GA3LA5,GA,LA,,,,,,,,,,,
17219,,,0,,,,,,GA3LA5,GA,LA,,,,,,,,,,,
17220,302.910000000000,4000.00000000000,-489239.509800000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3LA5,GA,LA,,4.93641000000000e+23,,,,,,,,,
17221,550.000000000000,2000.00000000000,-484979.645800000,-1997240.00000000,295.305650000000,-0.0418585250000000,3.44660000000000e-6,-85.8297055000000,GA3LA5,GA,LA,,,,,,,,,,,
17222,2000.00000000000,4000.00000000000,-546116.990800000,,906.950355000000,,,-171.544000000000,GA3LA5,GA,LA,,,,,,,,,,,
17223,200.000000000000,302.910000000000,-81287.3986000000,263972.400000000,351.158214600000,0.136293381600000,-7.11451542000000e-5,-64.9372699200000,GA3PT2,GA,PT,,,,,,,,,,,
17224,,,0,,,,,,GA3PT2,GA,PT,,,,,,,,,,,
17225,1300.00000000000,2041.50000000000,-72201.2696000000,-108842.400000000,64.6118460000000,0.000928666000000000,-2.62778400000000e-7,-12.1010800000000,GA3PT2,GA,PT,,,,,,,,,,,
17226,2041.50000000000,4000.00000000000,-157319.286400000,28615608.0000000,407.743567600000,0.00818197520000000,-3.03703600000000e-7,-54.4771984000000,GA3PT2,GA,PT,,,,,,,,,,,
17227,302.910000000000,4000.00000000000,-72733.3858000000,-70999.2000000000,79.6381140000000,9.03600000000000e-5,-2.41038000000000e-8,-15.6415743600000,GA3PT2,GA,PT,,9.87282000000000e+22,,,,,,,,,
17228,298.150000000000,1300.00000000000,-64557.7693750000,4983.75000000000,77.7426718750000,-0.00155185625000000,-1.25862500000000e-8,-15.3453750000000,GA3PT5,GA,PT,,,,,,,,,,,
17229,,,0,,,,,,GA3PT5,GA,PT,,,,,,,,,,,
17230,302.910000000000,4000.00000000000,-62456.3661250000,-44374.5000000000,49.7738212500000,5.64750000000000e-5,-1.50648750000000e-8,-9.77598397500000,GA3PT5,GA,PT,,6.17051250000000e+22,,,,,,,,,
17231,1300.00000000000,2041.50000000000,-65593.7337500000,-170066.250000000,100.956009375000,0.00145104062500000,-4.10591250000000e-7,-18.9079375000000,GA3PT5,GA,PT,,,,,,,,,,,
17232,2041.50000000000,4000.00000000000,-198590.635000000,44711887.5000000,637.099324375000,0.0127843362500000,-4.74536875000000e-7,-85.1206225000000,GA3PT5,GA,PT,,,,,,,,,,,
17233,298.150000000000,800.000000000000,-542905.071000000,360885.000000000,767.404850000000,0.0160946000000000,-8.22655000000000e-6,-140.941000000000,GA3SC5,GA,SC,,,,,,,,,,,
17234,,,0,,,,,,GA3SC5,GA,SC,,,,,,,,,,,
17235,302.910000000000,4000.00000000000,-520624.265000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3SC5,GA,SC,,4.93641000000000e+23,,,,,,,,,
17236,800.000000000000,1608.00000000000,-537013.811000000,,663.797910000000,-0.00286647500000000,-4.29672500000000e-6,-124.566000000000,GA3SC5,GA,SC,,,,,,,,,,,
17237,1608.00000000000,2000.00000000000,806257.864000000,-253035795.000000,-9089.61227000000,-0.587646980000000,4.36990000000000e-5,1207.20525400000,GA3SC5,GA,SC,,,,,,,,,,,
17238,2000.00000000000,3200.00000000000,-652033.566000000,,1432.37169000000,,,-221.124500000000,GA3SC5,GA,SC,,,,,,,,,,,
17239,200.000000000000,302.910000000000,-344688.093000000,1319862.00000000,1755.79107300000,0.681466908000000,-0.000355725771000000,-324.686349600000,GA3SC_L12,GA,SC,,,,,,,,,,,
17240,,,0,,,,,,GA3SC_L12,GA,SC,,,,,,,,,,,
17241,800.000000000000,1608.00000000000,-288262.395000000,,132.759582000000,-0.000573295000000000,-8.59345000000000e-7,-24.9132000000000,GA3SC_L12,GA,SC,,,,,,,,,,,
17242,1608.00000000000,2000.00000000000,-19608.0600000000,-50607159.0000000,-1817.92245400000,-0.117529396000000,8.73980000000000e-6,241.441050800000,GA3SC_L12,GA,SC,,,,,,,,,,,
17243,2000.00000000000,3200.00000000000,-311266.346000000,,286.474338000000,,,-44.2249000000000,GA3SC_L12,GA,SC,,,,,,,,,,,
17244,302.910000000000,4000.00000000000,-301918.029000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3SC_L12,GA,SC,,4.93641000000000e+23,,,,,,,,,
17245,200.000000000000,302.910000000000,-248021.897000000,1319862.00000000,1755.79107300000,0.681466908000000,-0.000355725771000000,-324.686349600000,GA3TB,GA,TB,,,,,,,,,,,
17246,,,0,,,,,,GA3TB,GA,TB,,,,,,,,,,,
17247,600.000000000000,1200.00000000000,-192857.510000000,172355.000000000,102.611620000000,-0.00275700500000000,-8.05838000000000e-7,-25.8659000000000,GA3TB,GA,TB,,,,,,,,,,,
17248,1200.00000000000,1562.00000000000,-192029.846000000,,101.777600000000,-0.00167633500000000,-1.06763200000000e-6,-25.9584000000000,GA3TB,GA,TB,,,,,,,,,,,
17249,1562.00000000000,3000.00000000000,-449325.213000000,65043790.0000000,1456.04268500000,0.0416151590000000,-2.04469700000000e-6,-200.215694900000,GA3TB,GA,TB,,,,,,,,,,,
17250,302.910000000000,4000.00000000000,-205251.833000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3TB,GA,TB,,4.93641000000000e+23,,,,,,,,,
17251,298.150000000000,600.000000000000,-406789.462000000,2812150.00000000,2046.54777500000,0.416132500000000,-0.000128364165000000,-387.503000000000,GA3TB5_D8L,GA,TB,,,,,,,,,,,
17252,,,0,,,,,,GA3TB5_D8L,GA,TB,,,,,,,,,,,
17253,302.910000000000,4000.00000000000,-323745.601000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3TB5_D8L,GA,TB,,4.93641000000000e+23,,,,,,,,,
17254,600.000000000000,1200.00000000000,-346441.702000000,861775.000000000,513.058100000000,-0.0137850250000000,-4.02919000000000e-6,-129.329500000000,GA3TB5_D8L,GA,TB,,,,,,,,,,,
17255,1200.00000000000,1562.00000000000,-342303.382000000,,508.888000000000,-0.00838167500000000,-5.33816000000000e-6,-129.792000000000,GA3TB5_D8L,GA,TB,,,,,,,,,,,
17256,1562.00000000000,3000.00000000000,-1628780.21700000,325218950.000000,7280.21342500000,0.208075795000000,-1.02234850000000e-5,-1001.07847450000,GA3TB5_D8L,GA,TB,,,,,,,,,,,
17257,200.000000000000,302.910000000000,-204455.993000000,1319862.00000000,1755.79107300000,0.681466908000000,-0.000355725771000000,-324.686349600000,GA3TI,GA,TI,,,,,,,,,,,
17258,,,0,,,,,,GA3TI,GA,TI,,,,,,,,,,,
17259,900.000000000000,1155.00000000000,-148330.815000000,42680.0000000000,132.988068000000,-0.00420330000000000,-9.08760000000000e-8,-23.9887000000000,GA3TI,GA,TI,,,,,,,,,,,
17260,1155.00000000000,1941.00000000000,-139610.163000000,-1477660.00000000,66.9765380000000,-0.00814650000000000,2.02715000000000e-7,-14.9466000000000,GA3TI,GA,TI,,,,,,,,,,,
17261,1941.00000000000,4000.00000000000,-265045.786000000,36699805.0000000,638.806871000000,0.00820484900000000,-3.04747000000000e-7,-87.2182461000000,GA3TI,GA,TI,,,,,,,,,,,
17262,302.910000000000,4000.00000000000,-161685.929000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3TI,GA,TI,,4.93641000000000e+23,,,,,,,,,
17263,200.000000000000,302.910000000000,-264256.993000000,1319862.00000000,1755.79107300000,0.681466908000000,-0.000355725771000000,-324.686349600000,GA3TI2,GA,TI,,,,,,,,,,,
17264,,,0,,,,,,GA3TI2,GA,TI,,,,,,,,,,,
17265,900.000000000000,1155.00000000000,-215943.630000000,85360.0000000000,265.976136000000,-0.00840660000000000,-1.81752000000000e-7,-47.9774000000000,GA3TI2,GA,TI,,,,,,,,,,,
17266,1155.00000000000,1941.00000000000,-198502.326000000,-2955320.00000000,133.953076000000,-0.0162930000000000,4.05430000000000e-7,-29.8932000000000,GA3TI2,GA,TI,,,,,,,,,,,
17267,1941.00000000000,4000.00000000000,-449373.572000000,73399610.0000000,1277.61374200000,0.0164096980000000,-6.09494000000000e-7,-174.436492200000,GA3TI2,GA,TI,,,,,,,,,,,
17268,302.910000000000,4000.00000000000,-221486.929000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3TI2,GA,TI,,4.93641000000000e+23,,,,,,,,,
17269,298.150000000000,900.000000000000,-353299.605000000,363180.000000000,668.076040000000,-0.0238898750000000,5.33580000000000e-7,-119.966500000000,GA3TI5,GA,TI,,,,,,,,,,,
17270,,,0,,,,,,GA3TI5,GA,TI,,,,,,,,,,,
17271,302.910000000000,4000.00000000000,-334166.929000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3TI5,GA,TI,,4.93641000000000e+23,,,,,,,,,
17272,900.000000000000,1155.00000000000,-352059.075000000,213400.000000000,664.940340000000,-0.0210165000000000,-4.54380000000000e-7,-119.943500000000,GA3TI5,GA,TI,,,,,,,,,,,
17273,1155.00000000000,1941.00000000000,-308455.815000000,-7388300.00000000,334.882690000000,-0.0407325000000000,1.01357500000000e-6,-74.7330000000000,GA3TI5,GA,TI,,,,,,,,,,,
17274,1941.00000000000,4000.00000000000,-935633.930000000,183499025.000000,3194.03435500000,0.0410242450000000,-1.52373500000000e-6,-436.091230500000,GA3TI5,GA,TI,,,,,,,,,,,
17275,200.000000000000,302.910000000000,-413228.668000000,1319862.00000000,1755.79107300000,0.681466908000000,-0.000355725771000000,-324.686349600000,GA3ZR2,GA,ZR,,,,,,,,,,,
17276,,,0,,,,,,GA3ZR2,GA,ZR,,,,,,,,,,,
17277,2128.00000000000,6000.00000000000,-401463.517000000,,525.448366000000,,,-84.2880000000000,GA3ZR2,GA,ZR,,-2.68579200000000e+31,,,,,,,,,
17278,302.910000000000,4000.00000000000,-370458.604000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3ZR2,GA,ZR,,4.93641000000000e+23,,,,,,,,,
17279,130.000000000000,2128.00000000000,-515137.975000000,174855.000000000,628.245250000000,-0.0218895500000000,,-120.809000000000,GA3ZR5_D88,GA,ZR,,,,,,,,,,,
17280,,,0,,,,,,GA3ZR5_D88,GA,ZR,,,,,,,,,,,
17281,302.910000000000,4000.00000000000,-497166.929000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3ZR5_D88,GA,ZR,,4.93641000000000e+23,,,,,,,,,
17282,2128.00000000000,6000.00000000000,-606429.605000000,,1313.62091500000,,,-210.720000000000,GA3ZR5_D88,GA,ZR,,-6.71448000000000e+31,,,,,,,,,
17283,200.000000000000,302.910000000000,-278843.289000000,1319862.00000000,1755.79107300000,0.681466908000000,-0.000355725771000000,-324.686349600000,GA3ZR_D023,GA,ZR,,,,,,,,,,,
17284,,,0,,,,,,GA3ZR_D023,GA,ZR,,,,,,,,,,,
17285,2128.00000000000,6000.00000000000,-240992.217000000,,262.724183000000,,,-42.1440000000000,GA3ZR_D023,GA,ZR,,-1.34289600000000e+31,,,,,,,,,
17286,302.910000000000,4000.00000000000,-236073.225000000,-354996.000000000,398.190570000000,0.000451800000000000,-1.20519000000000e-7,-78.2078718000000,GA3ZR_D023,GA,ZR,,4.93641000000000e+23,,,,,,,,,
17287,200.000000000000,302.910000000000,-1341970.19100000,18038114.0000000,23995.8113310000,9.31338107600000,-0.00486158553700000,-4437.38011120000,GA41V8,GA,V,,,,,,,,,,,
17288,,,0,,,,,,GA41V8,GA,V,,,,,,,,,,,
17289,790.000000000000,2183.00000000000,-531907.356000000,,1146.32874400000,0.000500000000000000,-5.44000000000000e-6,-207.200000000000,GA41V8,GA,V,,,,,,,,,,,
17290,2183.00000000000,4000.00000000000,-801683.532000000,,2569.12626400000,,,-379.440000000000,GA41V8,GA,V,,5.15511200000000e+32,,,,,,,,,
17291,302.910000000000,4000.00000000000,-757445.983000000,-4851612.00000000,5441.93779000000,0.00617460000000000,-1.64709300000000e-6,-1068.84091460000,GA41V8,GA,V,,6.74642700000000e+24,,,,,,,,,
17292,200.000000000000,302.910000000000,-360394.854000000,1759816.00000000,2341.05476400000,0.908622544000000,-0.000474301028000000,-432.915132800000,GA4LA,GA,LA,,,,,,,,,,,
17293,,,0,,,,,,GA4LA,GA,LA,,,,,,,,,,,
17294,550.000000000000,2000.00000000000,-278526.943000000,-399448.000000000,59.0611300000000,-0.00837170500000000,6.89320000000000e-7,-17.1659411000000,GA4LA,GA,LA,,,,,,,,,,,
17295,2000.00000000000,4000.00000000000,-290754.412000000,,181.390071000000,,,-34.3088000000000,GA4LA,GA,LA,,,,,,,,,,,
17296,302.910000000000,4000.00000000000,-303368.102000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4LA,GA,LA,,6.58188000000000e+23,,,,,,,,,
17297,200.000000000000,453.600000000000,-309419.085000000,799970.000000000,1088.18741000000,0.177334655000000,-9.93490800000000e-5,-194.702440000000,GA4LI5,GA,LI,,,,,,,,,,,
17298,,,0,,,,,,GA4LI5,GA,LI,,,,,,,,,,,
17299,302.910000000000,4000.00000000000,-284722.572000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4LI5,GA,LI,,6.58188000000000e+23,,,,,,,,,
17300,453.600000000000,500.000000000000,-3054395.61500000,169429370.000000,52739.3994650000,11.2916472200000,-0.00285533038500000,-8514.44324650000,GA4LI5,GA,LI,,,,,,,,,,,
17301,500.000000000000,3000.00000000000,-301814.970000000,-511935.000000000,896.391425000000,0.0131661050000000,-2.19029000000000e-6,-156.141859000000,GA4LI5,GA,LI,,,,,,,,,,,
17302,200.000000000000,302.910000000000,-185794.324000000,1759816.00000000,2341.05476400000,0.908622544000000,-0.000474301028000000,-432.915132800000,GA4NA_D13,GA,NA,,,,,,,,,,,
17303,,,0,,,,,,GA4NA_D13,GA,NA,,,,,,,,,,,
17304,370.870000000000,2300.00000000000,-111554.884000000,34342.0000000000,199.619999000000,0.00974585400000000,-1.70664000000000e-6,-38.1198801000000,GA4NA_D13,GA,NA,,1.65071000000000e+23,,,,,,,,,
17305,302.910000000000,4000.00000000000,-128767.572000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4NA_D13,GA,NA,,6.58188000000000e+23,,,,,,,,,
17306,298.150000000000,800.000000000000,-711870.994000000,360885.000000000,767.404850000000,0.0160946000000000,-8.22655000000000e-6,-140.941000000000,GA4SC5,GA,SC,,,,,,,,,,,
17307,,,0,,,,,,GA4SC5,GA,SC,,,,,,,,,,,
17308,302.910000000000,4000.00000000000,-696645.831000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4SC5,GA,SC,,6.58188000000000e+23,,,,,,,,,
17309,800.000000000000,1608.00000000000,-705979.734000000,,663.797910000000,-0.00286647500000000,-4.29672500000000e-6,-124.566000000000,GA4SC5,GA,SC,,,,,,,,,,,
17310,1608.00000000000,2000.00000000000,637291.941000000,-253035795.000000,-9089.61227000000,-0.587646980000000,4.36990000000000e-5,1207.20525400000,GA4SC5,GA,SC,,,,,,,,,,,
17311,2000.00000000000,3200.00000000000,-820999.489000000,,1432.37169000000,,,-221.124500000000,GA4SC5,GA,SC,,,,,,,,,,,
17312,200.000000000000,302.910000000000,-277154.324000000,1759816.00000000,2341.05476400000,0.908622544000000,-0.000474301028000000,-432.915132800000,GA4SR_D13,GA,SR,,,,,,,,,,,
17313,,,0,,,,,,GA4SR_D13,GA,SR,,,,,,,,,,,
17314,820.000000000000,3000.00000000000,-205285.102000000,850134.000000000,153.196104000000,-0.00325126600000000,1.84189000000000e-7,-30.0905432000000,GA4SR_D13,GA,SR,,,,,,,,,,,
17315,302.910000000000,4000.00000000000,-220127.572000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4SR_D13,GA,SR,,6.58188000000000e+23,,,,,,,,,
17316,200.000000000000,302.910000000000,-191800.979000000,3959586.00000000,5267.37321900000,2.04440072400000,-0.00106717731300000,-974.059048800000,GA4TI5,GA,GA,,,,,,,,,,,
17317,,,0,,,,,,GA4TI5,GA,GA,,,,,,,,,,,
17318,302.910000000000,4000.00000000000,-63490.7870000000,-1064988.00000000,1194.57171000000,0.00135540000000000,-3.61557000000000e-7,-234.623615400000,GA4TI5,GA,GA,,1.48092300000000e+24,,,,,,,,,
17319,298.150000000000,900.000000000000,-72529.2890000000,653724.000000000,1202.53687200000,-0.0430017750000000,9.60444000000000e-7,-215.939700000000,GA4TI5,TI,TI,,,,,,,,,,,
17320,,,0,,,,,,GA4TI5,TI,TI,,,,,,,,,,,
17321,900.000000000000,1155.00000000000,-70296.3350000000,384120.000000000,1196.89261200000,-0.0378297000000000,-8.17884000000000e-7,-215.898300000000,GA4TI5,TI,TI,,,,,,,,,,,
17322,1155.00000000000,1941.00000000000,8189.53300000000,-13298940.0000000,602.788842000000,-0.0733185000000000,1.82443500000000e-6,-134.519400000000,GA4TI5,TI,TI,,,,,,,,,,,
17323,1941.00000000000,4000.00000000000,-1120731.07400000,330298245.000000,5749.26183900000,0.0738436410000000,-2.74272300000000e-6,-784.964214900000,GA4TI5,TI,TI,,,,,,,,,,,
17324,200.000000000000,302.910000000000,-126561.655000000,2199770.00000000,2926.31845500000,1.13577818000000,-0.000592876285000000,-541.143916000000,GA4TI5,TI,GA,,,,,,,,,,,
17325,,,0,,,,,,GA4TI5,TI,GA,,,,,,,,,,,
17326,900.000000000000,1155.00000000000,-51247.2600000000,170720.000000000,531.952272000000,-0.0168132000000000,-3.63504000000000e-7,-95.9548000000000,GA4TI5,TI,GA,,,,,,,,,,,
17327,1155.00000000000,1941.00000000000,-16364.6520000000,-5910640.00000000,267.906152000000,-0.0325860000000000,8.10860000000000e-7,-59.7864000000000,GA4TI5,TI,GA,,,,,,,,,,,
17328,1941.00000000000,4000.00000000000,-518107.144000000,146799220.000000,2555.22748400000,0.0328193960000000,-1.21898800000000e-6,-348.872984400000,GA4TI5,TI,GA,,,,,,,,,,,
17329,302.910000000000,4000.00000000000,-55278.2150000000,-591660.000000000,663.650950000000,0.000753000000000000,-2.00865000000000e-7,-130.346453000000,GA4TI5,TI,GA,,8.22735000000000e+23,,,,,,,,,
17330,298.150000000000,900.000000000000,-395799.605000000,363180.000000000,668.076040000000,-0.0238898750000000,5.33580000000000e-7,-119.966500000000,GA4TI5,GA,TI,,,,,,,,,,,
17331,,,0,,,,,,GA4TI5,GA,TI,,,,,,,,,,,
17332,302.910000000000,4000.00000000000,-383722.572000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4TI5,GA,TI,,6.58188000000000e+23,,,,,,,,,
17333,900.000000000000,1155.00000000000,-394559.075000000,213400.000000000,664.940340000000,-0.0210165000000000,-4.54380000000000e-7,-119.943500000000,GA4TI5,GA,TI,,,,,,,,,,,
17334,1155.00000000000,1941.00000000000,-350955.815000000,-7388300.00000000,334.882690000000,-0.0407325000000000,1.01357500000000e-6,-74.7330000000000,GA4TI5,GA,TI,,,,,,,,,,,
17335,1941.00000000000,4000.00000000000,-978133.930000000,183499025.000000,3194.03435500000,0.0410242450000000,-1.52373500000000e-6,-436.091230500000,GA4TI5,GA,TI,,,,,,,,,,,
17336,298.150000000000,3000.00000000000,5831.30000000000,,,,,,GA4TI5,GA,GA,,,,,,,,,,,
17337,,,0,,,,,,GA4TI5,GA,GA,,,,,,,,,,,
17338,298.150000000000,3000.00000000000,4665.00000000000,,,,,,GA4TI5,GA,GA,,,,,,,,,,,
17339,,,0,,,,,,GA4TI5,GA,GA,,,,,,,,,,,
17340,298.150000000000,3000.00000000000,5022.00000000000,,,,,,GA4TI5,GA,TI,,,,,,,,,,,
17341,,,0,,,,,,GA4TI5,GA,TI,,,,,,,,,,,
17342,298.150000000000,3000.00000000000,6277.50000000000,,,,,,GA4TI5,TI,GA,,,,,,,,,,,
17343,,,0,,,,,,GA4TI5,TI,GA,,,,,,,,,,,
17344,130.000000000000,2128.00000000000,-577621.673000000,174855.000000000,628.245250000000,-0.0218895500000000,,-120.809000000000,GA4ZR5,GA,ZR,,,,,,,,,,,
17345,,,0,,,,,,GA4ZR5,GA,ZR,,,,,,,,,,,
17346,302.910000000000,4000.00000000000,-566706.270000000,-473328.000000000,530.920760000000,0.000602400000000000,-1.60692000000000e-7,-104.277162400000,GA4ZR5,GA,ZR,,6.58188000000000e+23,,,,,,,,,
17347,2128.00000000000,6000.00000000000,-668913.303000000,,1313.62091500000,,,-210.720000000000,GA4ZR5,GA,ZR,,-6.71448000000000e+31,,,,,,,,,
17348,200.000000000000,302.910000000000,-187354.955000000,2199770.00000000,2926.31845500000,1.13577818000000,-0.000592876285000000,-541.143916000000,GA5V2,GA,V,,,,,,,,,,,
17349,,,0,,,,,,GA5V2,GA,V,,,,,,,,,,,
17350,790.000000000000,2183.00000000000,-96728.9840000000,,286.582186000000,0.000125000000000000,-1.36000000000000e-6,-51.8000000000000,GA5V2,GA,V,,,,,,,,,,,
17351,2183.00000000000,4000.00000000000,-164173.028000000,,642.281566000000,,,-94.8600000000000,GA5V2,GA,V,,1.28877800000000e+32,,,,,,,,,
17352,302.910000000000,4000.00000000000,-116071.515000000,-591660.000000000,663.650950000000,0.000753000000000000,-2.00865000000000e-7,-130.346453000000,GA5V2,GA,V,,8.22735000000000e+23,,,,,,,,,
17353,200.000000000000,302.910000000000,-179435.641000000,4839494.00000000,6437.90060100000,2.49871199600000,-0.00130432782700000,-1190.51661520000,GA5V6,GA,GA,,,,,,,,,,,
17354,,,0,,,,,,GA5V6,GA,GA,,,,,,,,,,,
17355,302.910000000000,4000.00000000000,-22612.0730000000,-1301652.00000000,1460.03209000000,0.00165660000000000,-4.41903000000000e-7,-286.762196600000,GA5V6,GA,GA,,1.81001700000000e+24,,,,,,,,,
17356,298.150000000000,790.000000000000,-32234.7300000000,764060.000000000,1466.80658300000,-0.0340780000000000,1.33925000000000e-6,-265.474000000000,GA5V6,V,V,,,,,,,,,,,
17357,,,0,,,,,,GA5V6,V,V,,,,,,,,,,,
17358,790.000000000000,2183.00000000000,-32646.2620000000,,1576.20202300000,0.000687500000000000,-7.48000000000000e-6,-284.900000000000,GA5V6,V,V,,,,,,,,,,,
17359,2183.00000000000,4000.00000000000,-403588.504000000,,3532.54861300000,,,-521.730000000000,GA5V6,V,V,,7.08827900000000e+32,,,,,,,,,
17360,200.000000000000,302.910000000000,-294178.535000000,2199770.00000000,2926.31845500000,1.13577818000000,-0.000592876285000000,-541.143916000000,GA5V6,GA,V,,,,,,,,,,,
17361,,,0,,,,,,GA5V6,GA,V,,,,,,,,,,,
17362,790.000000000000,2183.00000000000,-235423.932000000,,859.746558000000,0.000375000000000000,-4.08000000000000e-6,-155.400000000000,GA5V6,GA,V,,,,,,,,,,,
17363,2183.00000000000,4000.00000000000,-437756.064000000,,1926.84469800000,,,-284.580000000000,GA5V6,GA,V,,3.86633400000000e+32,,,,,,,,,
17364,302.910000000000,4000.00000000000,-222895.095000000,-591660.000000000,663.650950000000,0.000753000000000000,-2.00865000000000e-7,-130.346453000000,GA5V6,GA,V,,8.22735000000000e+23,,,,,,,,,
17365,298.150000000000,790.000000000000,257964.730000000,347300.000000000,666.730265000000,-0.0154900000000000,6.08750000000000e-7,-120.670000000000,GA5V6,V,GA,,,,,,,,,,,
17366,,,0,,,,,,GA5V6,V,GA,,,,,,,,,,,
17367,302.910000000000,4000.00000000000,255283.022000000,-709992.000000000,796.381140000000,0.000903600000000000,-2.41038000000000e-7,-156.415743600000,GA5V6,V,GA,,9.87282000000000e+23,,,,,,,,,
17368,790.000000000000,2183.00000000000,257777.670000000,,716.455465000000,0.000312500000000000,-3.40000000000000e-6,-129.500000000000,GA5V6,V,GA,,,,,,,,,,,
17369,2183.00000000000,4000.00000000000,89167.5600000000,,1605.70391500000,,,-237.150000000000,GA5V6,V,GA,,3.22194500000000e+32,,,,,,,,,
17370,298.150000000000,6000.00000000000,-132400.950000000,,,,,,GA5V6,GA,GA,,,,,,,,,,,
17371,,,0,,,,,,GA5V6,GA,GA,,,,,,,,,,,
17372,298.150000000000,6000.00000000000,-132400.950000000,,,,,,GA5V6,GA,V,,,,,,,,,,,
17373,,,0,,,,,,GA5V6,GA,V,,,,,,,,,,,
17374,298.150000000000,6000.00000000000,-55008.2500000000,,,,,,GA5V6,GA,GA,,,,,,,,,,,
17375,,,0,,,,,,GA5V6,GA,GA,,,,,,,,,,,
17376,298.150000000000,6000.00000000000,-55008.2500000000,,,,,,GA5V6,V,GA,,,,,,,,,,,
17377,,,0,,,,,,GA5V6,V,GA,,,,,,,,,,,
17378,200.000000000000,302.910000000000,-646561.655000000,2199770.00000000,2926.31845500000,1.13577818000000,-0.000592876285000000,-541.143916000000,GA5ZR3,GA,ZR,,,,,,,,,,,
17379,,,0,,,,,,GA5ZR3,GA,ZR,,,,,,,,,,,
17380,2128.00000000000,6000.00000000000,-618257.763000000,,788.172549000000,,,-126.432000000000,GA5ZR3,GA,ZR,,-4.02868800000000e+31,,,,,,,,,
17381,302.910000000000,4000.00000000000,-575278.215000000,-591660.000000000,663.650950000000,0.000753000000000000,-2.00865000000000e-7,-130.346453000000,GA5ZR3,GA,ZR,,8.22735000000000e+23,,,,,,,,,
17382,200.000000000000,302.910000000000,-421489.936600000,2639724.00000000,3511.58214600000,1.36293381600000,-0.000711451542000000,-649.372699200000,GA6LA,GA,LA,,,,,,,,,,,
17383,,,0,,,,,,GA6LA,GA,LA,,,,,,,,,,,
17384,550.000000000000,2000.00000000000,-296997.363600000,-399448.000000000,59.0611300000000,-0.00837170500000000,6.89320000000000e-7,-17.1659411000000,GA6LA,GA,LA,,,,,,,,,,,
17385,2000.00000000000,4000.00000000000,-309224.832600000,,181.390071000000,,,-34.3088000000000,GA6LA,GA,LA,,,,,,,,,,,
17386,302.910000000000,4000.00000000000,-335949.808600000,-709992.000000000,796.381140000000,0.000903600000000000,-2.41038000000000e-7,-156.415743600000,GA6LA,GA,LA,,9.87282000000000e+23,,,,,,,,,
17387,298.150000000000,1300.00000000000,-37656.7552330000,1140.28200000000,27.6595233250000,-0.000355064710000000,-2.87973400000000e-9,-3.51102180000000,GA6PT,GA,PT,,,,,,,,,,,
17388,,,0,,,,,,GA6PT,GA,PT,,,,,,,,,,,
17389,302.910000000000,4000.00000000000,-42617.2660510000,-101410.524000000,123.621772830000,0.000129064200000000,-3.44282610000000e-8,-22.3413820442000,GA6PT,GA,PT,,1.41016779000000e+23,,,,,,,,,
17390,1300.00000000000,2041.50000000000,-37893.7838820000,-38911.1580000000,32.9707349450000,0.000331998095000000,-9.39432780000000e-8,-4.32613610000000,GA6PT,GA,PT,,,,,,,,,,,
17391,2041.50000000000,4000.00000000000,-68323.4748880000,10230079.8600000,155.640325417000,0.00292505613400000,-1.08574037000000e-7,-19.4755984280000,GA6PT,GA,PT,,,,,,,,,,,
